(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
14:39:43.077, 	1, 	1, 	24.3036, 	19.7298, 	0, 	-1.38778e-15, 	1.216, 	(-1.05982,-0.947657);(-0.548371,-1.86662);(-0.95081,-2.2563);(-2.29153,-1.65409);
14:39:43.101, 	1, 	2, 	29.4924, 	25.8407, 	1, 	-1.38778e-15, 	1.52, 	(-0.583862,0.23756);
14:39:43.117, 	1, 	1, 	32.4706, 	24.2646, 	0, 	-1.38778e-15, 	1.216, 	(-1.85017,0.165795);(-2.05009,-0.401318);(-1.24,0.0528716);(-1.38481,0.549939);
14:39:43.137, 	1, 	1, 	32.4555, 	29.0405, 	0, 	-1.38778e-15, 	0.912, 	(1.48381,-0.804867);(1.79617,-0.380194);(0.777439,-0.388346);(0.770909,-0.7488);
14:39:43.161, 	1, 	2, 	26.028, 	26.4999, 	1, 	-1.38778e-15, 	1.216, 	(0.820809,0.529571);
14:39:43.177, 	1, 	1, 	33.2191, 	23.5528, 	0, 	-1.38778e-15, 	0.912, 	(1.94325,0.419525);(1.84679,1.29217);(1.31701,0.658909);(1.81335,0.279491);
14:39:43.197, 	1, 	1, 	30.5937, 	25.3226, 	0, 	-1.38778e-15, 	0.912, 	(1.47419,-1.26612);(2.37919,-0.407868);(2.15013,-0.488848);(2.26344,-1.5002);
14:39:43.222, 	1, 	2, 	31.63, 	25.4908, 	1, 	-1.38778e-15, 	1.216, 	(-0.743604,-0.27235);
14:39:43.238, 	1, 	1, 	32.7299, 	30.5011, 	0, 	-1.38778e-15, 	0.912, 	(0.638807,-1.99071);(1.73909,-1.58949);(1.18328,-1.24556);(1.05944,-1.8211);
14:39:43.262, 	1, 	2, 	31.9165, 	26.4618, 	1, 	-1.38778e-15, 	1.216, 	(-0.213262,0.891276);
14:39:43.282, 	1, 	2, 	32.6298, 	25.5831, 	1, 	-1.38778e-15, 	1.52, 	(0.524349,-0.641814);
14:39:43.298, 	1, 	1, 	31.302, 	24.9977, 	0, 	-1.38778e-15, 	1.216, 	(0.521262,-1.62018);(1.23046,-1.10748);(0.428507,-0.537533);(0.527494,-0.6737);
14:39:43.323, 	1, 	2, 	29.4465, 	25.4271, 	1, 	-1.38778e-15, 	1.52, 	(0.522284,-0.262563);
14:39:43.343, 	1, 	2, 	32.2136, 	25.8168, 	1, 	-1.38778e-15, 	1.824, 	(0.818848,0.116405);
14:39:43.358, 	1, 	1, 	30.4243, 	24.4109, 	0, 	-1.38778e-15, 	1.52, 	(2.01407,0.197725);(1.54171,1.75765);(1.3124,1.65215);(1.78494,1.69938);
14:39:43.383, 	1, 	2, 	25.7864, 	26.4532, 	1, 	-1.38778e-15, 	1.824, 	(-0.00377107,0.997326);
14:39:43.408, 	1, 	2, 	22.0903, 	25.7351, 	1, 	-1.38778e-15, 	2.128, 	(0.884717,0.390063);
14:39:43.419, 	1, 	1, 	29.2057, 	22.8849, 	0, 	-1.38778e-15, 	1.824, 	(1.87467,-0.170764);(1.47649,1.58095);(1.30958,1.77582);(1.69182,1.83669);
14:39:43.444, 	1, 	2, 	31.0554, 	25.3397, 	1, 	-1.38778e-15, 	2.128, 	(-0.718518,-0.0650008);
14:39:43.464, 	1, 	2, 	27.2961, 	25.5544, 	1, 	-1.38778e-15, 	2.128, 	(-0.876503,0.00725757);
14:39:43.479, 	1, 	1, 	27.5535, 	24.8607, 	0, 	-1.38778e-15, 	1.824, 	(0.218891,1.76651);(-1.5447,1.27482);(-2.03318,1.04512);(-2.15338,1.39149);
14:39:43.504, 	1, 	2, 	21.9249, 	24.2366, 	1, 	-1.38778e-15, 	2.128, 	(-0.800762,0.00065931);
14:39:43.519, 	1, 	1, 	31.4025, 	22.3834, 	0, 	-1.38778e-15, 	1.824, 	(1.18626,-1.5714);(2.14728,0.0347091);(1.82875,0.486936);(2.12183,0.483494);
14:39:43.539, 	1, 	1, 	25.0901, 	19.9681, 	0, 	-1.38778e-15, 	1.52, 	(-0.876009,1.26689);(-1.78922,-0.115372);(-2.0484,-0.843897);(-2.3657,-0.844735);
14:39:43.564, 	1, 	2, 	19.0786, 	23.7448, 	1, 	-1.38778e-15, 	1.824, 	(-0.519185,-0.6025);
14:39:43.579, 	1, 	1, 	30.9553, 	27.351, 	0, 	-1.38778e-15, 	1.52, 	(0.27923,1.67447);(-1.20976,1.32703);(-0.784171,0.503403);(-0.986055,0.574342);
14:39:43.599, 	1, 	1, 	30.3911, 	24.8613, 	0, 	-1.38778e-15, 	1.216, 	(1.46088,-0.185739);(1.09899,1.07396);(0.316931,0.504123);(0.321431,0.672016);
14:39:43.625, 	1, 	2, 	28.8906, 	25.0002, 	1, 	-1.38778e-15, 	1.52, 	(-0.0883723,-0.466108);
14:39:43.639, 	1, 	1, 	32.518, 	23.8589, 	0, 	-1.38778e-15, 	1.216, 	(-1.19954,1.25246);(-1.9572,-0.334521);(-0.98307,-0.463657);(-1.14812,-0.923449);
14:39:43.659, 	1, 	1, 	29.9264, 	24.6041, 	0, 	-1.38778e-15, 	0.912, 	(-1.61533,0.6752);(-1.68327,-1.392);(-0.863487,-1.59495);(-0.736892,-2.06924);
14:39:43.686, 	1, 	2, 	25.8162, 	25.6372, 	1, 	-1.38778e-15, 	1.216, 	(-0.749357,0.0458154);
14:39:43.700, 	1, 	1, 	26.389, 	21.189, 	0, 	-1.38778e-15, 	0.912, 	(0.599809,-1.34639);(1.90834,0.119721);(1.71433,0.895095);(1.79577,1.46772);
14:39:43.720, 	1, 	1, 	28.2511, 	25.7298, 	0, 	-1.38778e-15, 	0.912, 	(1.07893,1.13952);(-0.871489,1.7945);(-1.33852,1.17798);(-2.00351,0.953935);
14:39:43.747, 	1, 	2, 	28.7736, 	24.976, 	1, 	-1.38778e-15, 	1.216, 	(-0.294187,-0.513468);
14:39:43.760, 	1, 	1, 	24.9942, 	28.5878, 	0, 	-1.38778e-15, 	0.912, 	(0.219778,-1.26949);(1.59374,-0.182968);(1.7646,0.618761);(1.7597,1.33828);
14:39:43.780, 	1, 	1, 	29.9457, 	24.0338, 	0, 	-1.38778e-15, 	0.912, 	(-1.26121,1.0541);(-1.72736,-0.734343);(-0.844987,-0.805522);(-0.518393,-1.32741);
14:39:43.807, 	1, 	2, 	21.8331, 	24.9024, 	1, 	-1.38778e-15, 	1.216, 	(-0.709443,-0.384502);
14:39:43.820, 	1, 	1, 	29.7577, 	31.6281, 	0, 	-1.38778e-15, 	0.912, 	(-1.19225,-0.641784);(-0.0579379,-1.54419);(0.181884,-0.626359);(0.58253,-0.507381);
14:39:43.847, 	1, 	2, 	27.6236, 	25.5966, 	1, 	-1.38778e-15, 	1.216, 	(0.817018,-0.0703322);
14:39:43.867, 	1, 	2, 	29.8422, 	26.0284, 	1, 	-1.38778e-15, 	1.52, 	(0.758972,0.0803879);
14:39:43.881, 	1, 	1, 	28.0359, 	25.6511, 	0, 	-1.38778e-15, 	1.216, 	(0.110511,1.44277);(-1.78156,0.741097);(-1.81521,-0.282065);(-1.66216,-1.16389);
14:39:43.907, 	1, 	2, 	25.7392, 	26.7511, 	1, 	-1.38778e-15, 	1.52, 	(-0.259473,-0.704368);
14:39:43.927, 	1, 	2, 	28.1952, 	25.3132, 	1, 	-1.38778e-15, 	1.824, 	(0.0616462,0.720467);
14:39:43.941, 	1, 	1, 	26.6684, 	22.799, 	0, 	-1.38778e-15, 	1.52, 	(-0.862837,1.06172);(-1.73104,-0.741081);(-0.831972,-1.85913);(0.0952897,-2.15872);
14:39:43.967, 	1, 	2, 	28.8598, 	26.6878, 	1, 	-1.38778e-15, 	1.824, 	(0.230728,0.588762);
14:39:43.988, 	1, 	2, 	28.4494, 	25.3282, 	1, 	-1.38778e-15, 	2.128, 	(0.532253,0.00912778);
14:39:44.001, 	1, 	1, 	29.6867, 	26.5419, 	0, 	-1.38778e-15, 	1.824, 	(0.651984,-1.38606);(1.96742,0.257508);(0.8321,1.10236);(0.127731,1.47963);
14:39:44.028, 	1, 	2, 	28.8383, 	25.6622, 	1, 	-1.38778e-15, 	2.128, 	(-0.0552878,-0.68882);
14:39:44.048, 	1, 	2, 	23.1055, 	25.4318, 	1, 	-1.38778e-15, 	2.128, 	(-0.243708,0.757991);
14:39:44.062, 	1, 	1, 	29.2511, 	23.6596, 	0, 	-1.38778e-15, 	1.824, 	(-0.672596,-1.49102);(1.74889,-1.15176);(1.53274,0.379146);(1.08797,1.35308);
14:39:44.088, 	1, 	2, 	27.1671, 	26.2609, 	1, 	-1.38778e-15, 	2.128, 	(0.0784605,-0.424771);
14:39:44.102, 	1, 	1, 	28.4466, 	22.0403, 	0, 	-1.38778e-15, 	1.824, 	(1.57519,-0.202473);(0.318654,1.96895);(-1.17715,1.45779);(-1.8822,0.369313);
14:39:44.122, 	1, 	1, 	28.0279, 	23.6732, 	0, 	-1.38778e-15, 	1.52, 	(0.317774,1.3621);(-1.02889,-0.986847);(0.312227,-1.88892);(-0.398888,-1.51366);
14:39:44.149, 	1, 	2, 	27.5824, 	24.444, 	1, 	-1.38778e-15, 	1.824, 	(-0.174473,-0.301764);
14:39:44.163, 	1, 	1, 	28.3715, 	24.3449, 	0, 	-1.38778e-15, 	1.52, 	(1.58897,0.234108);(-0.145778,1.92353);(-0.925095,0.794457);(-1.29561,-0.147886);
14:39:44.183, 	1, 	1, 	27.8408, 	23.5515, 	0, 	-1.38778e-15, 	1.216, 	(-1.37221,-0.623132);(1.01981,-1.75627);(1.88862,-0.301959);(1.54581,1.18153);
14:39:44.210, 	1, 	2, 	24.8845, 	23.0165, 	1, 	-1.38778e-15, 	1.52, 	(0.410818,0.120316);
14:39:44.223, 	1, 	1, 	24.3076, 	18.6342, 	0, 	-1.38778e-15, 	1.216, 	(0.0942672,-1.44616);(1.73033,0.500244);(0.737246,1.97151);(-0.98742,1.89421);
14:39:44.243, 	1, 	1, 	27.7103, 	24.2038, 	0, 	-1.38778e-15, 	0.912, 	(0.466815,1.67463);(-1.91035,0.401331);(-0.995821,-0.764183);(0.0121035,-1.33503);
14:39:44.270, 	1, 	2, 	27.4957, 	19.2393, 	1, 	-1.38778e-15, 	1.216, 	(0.0201222,0.123693);
14:39:44.284, 	1, 	1, 	28.371, 	23.1272, 	0, 	-1.38778e-15, 	0.912, 	(-1.50885,-0.509026);(0.898679,-1.71899);(1.66958,-0.102792);(1.04395,1.29014);
14:39:44.303, 	1, 	1, 	26.7641, 	23.7045, 	0, 	-1.38778e-15, 	0.912, 	(0.411511,-1.5346);(1.71979,0.818593);(0.1175,1.43803);(-1.10353,0.921754);
14:39:44.330, 	1, 	2, 	20.1823, 	24.3223, 	1, 	-1.38778e-15, 	1.216, 	(-0.433173,-0.594042);
14:39:44.344, 	1, 	1, 	26.8867, 	21.0135, 	0, 	-1.38778e-15, 	0.912, 	(0.8279,-0.953025);(-0.0782862,1.08175);(-0.973832,0.110838);(-0.224218,0.239563);
14:39:44.364, 	1, 	1, 	27.5616, 	22.3909, 	0, 	-1.38778e-15, 	0.912, 	(-0.90917,-1.37218);(1.83035,-0.732686);(1.18983,1.0959);(-0.259813,1.54926);
14:39:44.391, 	1, 	2, 	27.2421, 	25.6749, 	1, 	-1.38778e-15, 	1.216, 	(0.551078,-0.515119);
14:39:44.406, 	1, 	1, 	27.5803, 	25.7969, 	0, 	-1.38778e-15, 	0.912, 	(0.612319,-1.2952);(1.33718,0.956913);(-0.148207,0.864933);(-0.830922,0.278561);
14:39:44.432, 	1, 	2, 	26.1709, 	24.6274, 	1, 	-1.38778e-15, 	1.216, 	(-0.285719,0.487396);
14:39:44.452, 	1, 	2, 	26.6248, 	25.7776, 	1, 	-1.38778e-15, 	1.52, 	(-0.778638,0.129087);
14:39:44.465, 	1, 	1, 	27.7489, 	22.3883, 	0, 	-1.38778e-15, 	1.216, 	(1.59275,-0.00104655);(-0.451452,1.84113);(-1.28514,0.201675);(-0.713799,-1.08389);
14:39:44.492, 	1, 	2, 	25.9762, 	25.4232, 	1, 	-1.38778e-15, 	1.52, 	(-0.578219,0.283492);
14:39:44.512, 	1, 	2, 	24.4367, 	25.6922, 	1, 	-1.38778e-15, 	1.824, 	(0.426803,-0.637243);
14:39:44.524, 	1, 	1, 	27.0865, 	23.4259, 	0, 	-1.38778e-15, 	1.52, 	(0.169698,-1.25741);(1.32287,0.513513);(0.0306899,0.463591);(-0.468679,0.145078);
14:39:44.552, 	1, 	2, 	27.8278, 	26.7348, 	1, 	-1.38778e-15, 	1.824, 	(0.107963,-0.694732);
14:39:44.572, 	1, 	2, 	26.3721, 	25.7227, 	1, 	-1.38778e-15, 	2.128, 	(0.614178,-0.0841842);
14:39:44.584, 	1, 	1, 	26.8963, 	23.3906, 	0, 	-1.38778e-15, 	1.824, 	(-1.22729,-0.792941);(1.22114,-1.0016);(0.648482,0.421547);(-0.234091,0.670916);
14:39:44.613, 	1, 	2, 	26.8227, 	18.1981, 	1, 	-1.38778e-15, 	2.128, 	(-0.0904512,0.123574);
14:39:44.633, 	1, 	2, 	25.7418, 	25.9283, 	1, 	-1.38778e-15, 	2.128, 	(0.414178,-0.536909);
14:39:44.645, 	1, 	1, 	26.1671, 	23.5104, 	0, 	-1.38778e-15, 	1.824, 	(0.901982,-1.4035);(0.976757,1.43579);(-0.695614,0.695068);(-0.816151,-0.415493);
14:39:44.673, 	1, 	2, 	25.7226, 	25.3782, 	1, 	-1.38778e-15, 	2.128, 	(-0.520932,-0.00305839);
14:39:44.687, 	1, 	1, 	24.4494, 	21.299, 	0, 	-1.38778e-15, 	1.824, 	(-0.365218,1.43509);(-1.26358,-1.21078);(1.27595,-1.52416);(1.75062,0.766613);
14:39:44.705, 	1, 	1, 	26.6484, 	21.9639, 	0, 	-1.38778e-15, 	1.52, 	(1.37449,1.0135);(-1.61497,0.913891);(-0.682701,-0.921915);(0.761878,-0.894208);
14:39:44.733, 	1, 	2, 	22.6998, 	24.4363, 	1, 	-1.38778e-15, 	1.824, 	(-0.061764,0.667991);
14:39:44.747, 	1, 	1, 	22.5604, 	18.1698, 	0, 	-1.38778e-15, 	1.52, 	(-0.488648,1.97132);(-0.534227,-0.828281);(2.03614,-0.224173);(1.01327,0.918866);
14:39:44.765, 	1, 	1, 	23.3236, 	15.9932, 	0, 	-1.38778e-15, 	1.216, 	(0.862824,1.06959);(-1.66448,0.0256935);(-0.0990438,-2.04964);(1.95075,-0.298118);
14:39:44.794, 	1, 	2, 	21.3537, 	23.812, 	1, 	-1.38778e-15, 	1.52, 	(0.173455,0.680953);
14:39:44.808, 	1, 	1, 	26.0892, 	22.4704, 	0, 	-1.38778e-15, 	1.216, 	(0.552775,1.25396);(-1.48351,-0.0682332);(-0.0774216,-0.52842);(0.512337,-0.0316276);
14:39:44.825, 	1, 	1, 	25.5547, 	20.3914, 	0, 	-1.38778e-15, 	0.912, 	(0.635746,1.43209);(-1.86049,-0.356903);(0.221725,-1.5193);(1.40541,0.150884);
14:39:44.854, 	1, 	2, 	26.3341, 	23.5105, 	1, 	-1.38778e-15, 	1.216, 	(-0.442343,0.0588021);
14:39:44.868, 	1, 	1, 	24.4219, 	20.2671, 	0, 	-1.38778e-15, 	0.912, 	(-0.251333,-1.57977);(1.79911,0.926105);(-0.867712,1.59025);(-1.46693,-0.769234);
14:39:44.886, 	1, 	1, 	25.2933, 	18.9258, 	0, 	-1.38778e-15, 	0.912, 	(-1.31128,0.438024);(0.429087,-1.55374);(0.852959,0.170761);(-0.225531,0.769844);
14:39:44.915, 	1, 	2, 	24.6467, 	24.7698, 	1, 	-1.38778e-15, 	1.216, 	(0.372046,-0.155211);
14:39:44.929, 	1, 	1, 	23.5905, 	16.7515, 	0, 	-1.38778e-15, 	0.912, 	(0.990556,-1.20354);(0.188213,1.94127);(-1.99583,-0.0449207);(0.062859,-1.83568);
14:39:44.956, 	1, 	2, 	22.5043, 	25.1605, 	1, 	-1.38778e-15, 	1.216, 	(0.57689,-0.254154);
14:39:44.976, 	1, 	2, 	23.886, 	25.0065, 	1, 	-1.38778e-15, 	1.52, 	(-0.0461827,0.380302);
14:39:44.986, 	1, 	1, 	23.3394, 	19.3293, 	0, 	-1.38778e-15, 	1.216, 	(-1.25466,0.1298);(0.728592,-1.27563);(0.390406,0.219122);(-0.322944,0.319762);
14:39:45.016, 	1, 	2, 	24.4974, 	24.4836, 	1, 	-1.38778e-15, 	1.52, 	(0.644691,0.106358);
14:39:45.036, 	1, 	2, 	24.2747, 	25.4197, 	1, 	-1.38778e-15, 	1.824, 	(0.0124556,-0.554475);
14:39:45.047, 	1, 	1, 	23.948, 	25.4197, 	0, 	-1.38778e-15, 	1.52, 	(0.0124556,-0.554475);
14:39:45.076, 	1, 	2, 	22.9095, 	25.9813, 	1, 	-1.38778e-15, 	1.824, 	(-0.353822,-0.0708599);
14:39:45.096, 	1, 	2, 	24.4638, 	25.3768, 	1, 	-1.38778e-15, 	2.128, 	(-0.541021,-0.321253);
14:39:45.107, 	1, 	1, 	23.248, 	16.1281, 	0, 	-1.38778e-15, 	1.824, 	(-0.7071,1.23638);(-0.201808,-1.96523);(2.01794,0.213345);(-0.632545,1.70783);
14:39:45.137, 	1, 	2, 	21.5873, 	25.7724, 	1, 	-1.38778e-15, 	2.128, 	(0.212477,-0.684835);
14:39:45.157, 	1, 	2, 	22.0259, 	25.9328, 	1, 	-1.38778e-15, 	2.128, 	(0.220109,-0.61762);
14:39:45.167, 	1, 	1, 	21.6284, 	15.1045, 	0, 	-1.38778e-15, 	1.824, 	(-1.32242,-0.0622037);(1.67317,-0.936938);(0.433684,2.07719);(-1.86781,-0.223558);
14:39:45.197, 	1, 	2, 	21.5714, 	25.1125, 	1, 	-1.38778e-15, 	2.128, 	(-0.542781,-0.0107485);
14:39:45.211, 	1, 	1, 	22.0763, 	17.4158, 	0, 	-1.38778e-15, 	1.824, 	(1.2865,-0.870145);(-0.681701,1.77185);(-1.06947,-0.866376);(1.05621,-0.58599);
14:39:45.227, 	1, 	1, 	21.5061, 	18.0903, 	0, 	-1.38778e-15, 	1.52, 	(-0.96828,-1.19204);(1.90604,0.52496);(-0.845492,1.1774);(-0.706785,-1.07353);
14:39:45.258, 	1, 	2, 	20.8022, 	25.6656, 	1, 	-1.38778e-15, 	1.824, 	(0.765467,0.296501);
14:39:45.272, 	1, 	1, 	20.4327, 	16.1542, 	0, 	-1.38778e-15, 	1.52, 	(-1.13193,0.0915751);(0.952174,-0.839638);(0.208411,0.301391);(-0.346729,-0.00456374);
14:39:45.288, 	1, 	1, 	21.6956, 	15.6888, 	0, 	-1.38778e-15, 	1.216, 	(-0.292159,1.52945);(-0.726632,-1.90209);(1.5886,0.00723287);(-0.582416,1.34502);
14:39:45.318, 	1, 	2, 	18.8711, 	23.9433, 	1, 	-1.38778e-15, 	1.52, 	(-0.650581,-0.385382);
14:39:45.332, 	1, 	1, 	19.8676, 	14.7579, 	0, 	-1.38778e-15, 	1.216, 	(0.88306,0.861276);(-1.43899,-0.25167);(0.242889,-0.526765);(0.28572,0.476932);
14:39:45.348, 	1, 	1, 	19.9201, 	15.3709, 	0, 	-1.38778e-15, 	0.912, 	(1.32912,-0.0234719);(-1.32361,0.790883);(-0.201963,-0.755869);(0.681167,0.205276);
14:39:45.379, 	1, 	2, 	20.2328, 	24.8863, 	1, 	-1.38778e-15, 	1.216, 	(-0.591149,-0.0319726);
14:39:45.393, 	1, 	1, 	18.8691, 	12.9043, 	0, 	-1.38778e-15, 	0.912, 	(-1.09742,-0.637215);(1.50441,0.00167383);(-0.272182,0.695613);(-0.410914,-0.539998);
14:39:45.409, 	1, 	1, 	17.78, 	13.9995, 	0, 	-1.38778e-15, 	0.912, 	(0.0203254,1.30275);(-0.646024,-1.73636);(1.78445,0.217136);(-0.831456,1.32724);
14:39:45.429, 	1, 	2, 	17.5721, 	24.1948, 	1, 	-1.38778e-15, 	1.216, 	(-0.292613,-0.229648);
14:39:45.449, 	1, 	1, 	18.0394, 	12.0942, 	0, 	-1.38778e-15, 	0.912, 	(0.834399,-0.729333);(-0.405799,1.1349);(-0.298406,-0.263344);(0.331773,-0.0909185);
14:39:45.469, 	1, 	2, 	18.5753, 	24.4965, 	1, 	-1.38778e-15, 	1.216, 	(0.571617,0.13032);
14:39:45.489, 	1, 	2, 	18.0385, 	24.4939, 	1, 	-1.38778e-15, 	1.52, 	(-0.114524,-0.481519);
14:39:45.509, 	1, 	1, 	17.2131, 	12.3461, 	0, 	-1.38778e-15, 	1.216, 	(1.50835,0.0271886);(-1.77046,0.528407);(0.300136,-1.43956);(1.14719,0.946956);
14:39:45.570, 	0, 	1, 	17.9392, 	8.87088, 	0, 	-1.38778e-15, 	1.216, 	(-0.656763,-1.1071);(1.17026,0.985755);(-0.655785,0.313483);(0.199247,-0.71488);
14:39:45.630, 	0, 	1, 	15.438, 	7.14502, 	0, 	4, 	1.216, 	(0.16041,1.28611);(-0.391683,-1.62065);(1.67109,0.578033);(-1.23744,0.946042);
14:39:45.690, 	0, 	1, 	16.3083, 	8.00776, 	0, 	8, 	1.216, 	(0.451322,-0.997543);(-0.545677,1.43923);(-0.927768,-1.50148);(1.60417,0.0465958);
14:39:45.790, 	0, 	1, 	16.3643, 	9.04711, 	0, 	12, 	0.912, 	(1.06731,-0.760438);(-1.27744,1.02997);(0.0377744,-1.67589);(1.11305,1.01554);
14:39:45.851, 	0, 	1, 	17.1835, 	10.0186, 	0, 	16, 	0.912, 	(-0.790527,-1.03297);(0.985654,1.21751);(-1.81593,-0.174766);(1.17233,-1.0648);
14:39:45.872, 	0, 	2, 	0.574051, 	-0.0856024, 	0, 	20, 	0.912, 	(0.0226961,-0.0211492);
14:39:45.911, 	0, 	1, 	14.9273, 	7.3774, 	0, 	24, 	0.608, 	(0.969908,-0.842997);(-1.19871,1.16797);(0.0306725,-1.26193);(0.799033,0.832302);
14:39:45.931, 	1, 	1, 	14.7898, 	6.74998, 	0, 	28, 	0.304, 	(0.405802,-0.112272);(-0.888609,-0.280416);(1.35276,-0.652412);(-0.347939,1.31829);
14:39:45.971, 	0, 	1, 	13.6798, 	6.4642, 	0, 	28, 	0.304, 	(-0.335468,0.64313);(1.00127,-0.926408);(-0.133652,1.58845);(-0.984674,-1.10211);
14:39:45.992, 	0, 	1, 	15.2155, 	8.1307, 	0, 	32, 	-7.10543e-17, 	(1.31358,-0.187093);(-1.43857,0.382425);(0.613793,-0.957062);(0.0654665,0.958218);
14:39:46.014, 	1, 	2, 	13.2621, 	20.5975, 	1, 	36, 	0.304, 	(-0.480812,-0.268482);
14:39:46.032, 	0, 	1, 	14.9668, 	7.37249, 	1, 	36, 	0.304, 	(-0.887792,-0.803415);(1.18099,1.08341);(-1.42436,-0.0650718);(0.982006,-0.789109);
14:39:46.055, 	1, 	2, 	14.707, 	23.3837, 	1, 	40, 	0.608, 	(-0.154893,-0.602799);
