(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:31:23.873, 	1, 	2, 	31.7024, 	21.4707, 	1, 	-1.249e-14, 	3.04, 	(0.170098,0.194957);
17:31:23.893, 	1, 	2, 	31.4086, 	22.3466, 	1, 	-1.249e-14, 	3.04, 	(-0.138851,0.140582);
17:31:23.913, 	1, 	2, 	28.2402, 	21.2682, 	1, 	-1.249e-14, 	3.04, 	(0.120011,0.277045);
17:31:23.937, 	1, 	2, 	24.8356, 	23.8519, 	1, 	-1.249e-14, 	3.04, 	(0.761357,-0.0236495);
17:31:23.953, 	1, 	2, 	22.8797, 	25.0951, 	1, 	-1.249e-14, 	3.04, 	(-0.649397,0.478678);
17:31:23.973, 	1, 	2, 	30.669, 	26.0857, 	1, 	-1.249e-14, 	3.04, 	(0.231315,-0.539919);
17:31:23.993, 	1, 	2, 	19.1466, 	21.9358, 	1, 	-1.249e-14, 	3.04, 	(0.534052,0.344613);
17:31:24.013, 	1, 	2, 	31.6287, 	24.4489, 	1, 	-1.249e-14, 	3.04, 	(0.0599983,0.516408);
17:31:24.034, 	1, 	2, 	26.2492, 	21.3386, 	1, 	-1.249e-14, 	3.04, 	(-0.0717667,0.338366);
17:31:24.054, 	1, 	2, 	29.8803, 	20.8317, 	1, 	-1.249e-14, 	3.04, 	(0.0851904,0.11024);
17:31:24.074, 	1, 	2, 	31.0632, 	20.5383, 	1, 	-1.249e-14, 	3.04, 	(0.0106434,0.254789);
17:31:24.094, 	1, 	2, 	29.8335, 	21.9048, 	1, 	-1.249e-14, 	3.04, 	(0.128202,0.147413);
17:31:24.115, 	1, 	2, 	29.8215, 	21.501, 	1, 	-1.249e-14, 	3.04, 	(0.280179,-0.0987986);
17:31:24.135, 	1, 	2, 	21.1045, 	20.7353, 	1, 	-1.249e-14, 	3.04, 	(-0.340163,-0.0323181);
17:31:24.155, 	1, 	2, 	24.9329, 	18.6054, 	1, 	-1.249e-14, 	3.04, 	(0.356396,-0.247085);
17:31:24.175, 	1, 	2, 	29.9297, 	18.7735, 	1, 	-1.249e-14, 	3.04, 	(0.214831,0.0919592);
17:31:24.195, 	1, 	2, 	32.0076, 	20.8326, 	1, 	-1.249e-14, 	3.04, 	(0.245907,-0.00622472);
17:31:24.215, 	1, 	2, 	24.57, 	20.6536, 	1, 	-1.249e-14, 	3.04, 	(0.224702,-0.225462);
17:31:24.235, 	1, 	2, 	29.9937, 	26.0141, 	1, 	-1.249e-14, 	3.04, 	(1.01183,0.174046);
17:31:24.255, 	1, 	2, 	20.445, 	22.5097, 	1, 	-1.249e-14, 	3.04, 	(0.819229,-0.244527);
17:31:24.276, 	1, 	2, 	30.5922, 	25.977, 	1, 	-1.249e-14, 	3.04, 	(0.666509,0.136381);
17:31:24.296, 	1, 	2, 	28.3804, 	25.5948, 	1, 	-1.249e-14, 	3.04, 	(-0.917304,0.334887);
17:31:24.316, 	0, 	2, 	19.7493, 	20.5602, 	1, 	-1.249e-14, 	3.04, 	(0.531624,-0.0229453);
17:31:24.336, 	1, 	2, 	32.0212, 	23.568, 	1, 	4, 	2.736, 	(0.149849,0.435072);
17:31:24.349, 	1, 	1, 	32.8322, 	26.8334, 	0, 	4, 	2.432, 	(1.85778,0.476801);(1.94102,1.37221);(1.97563,0.713614);(2.39072,-0.461391);
