(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
15:42:04.737, 	1, 	1, 	25.7681, 	22.0069, 	0, 	8, 	2.128, 	(-0.616564,0.664277);(0.175308,1.12658);(1.01662,0.0919118);(0.0965087,-0.991173);
15:42:04.769, 	1, 	2, 	25.5202, 	23.4428, 	1, 	8, 	2.128, 	(0.234191,0.293371);
15:42:04.786, 	1, 	2, 	24.5771, 	22.6984, 	1, 	8, 	2.128, 	(-0.278391,0.130218);
15:42:04.806, 	1, 	2, 	18.8915, 	21.6951, 	1, 	8, 	2.128, 	(0.4435,-0.0273082);
15:42:04.826, 	1, 	2, 	24.8306, 	23.2451, 	1, 	8, 	2.128, 	(-0.121729,0.361305);
15:42:04.847, 	1, 	2, 	22.5918, 	23.6374, 	1, 	8, 	2.128, 	(0.159958,0.408569);
15:42:04.870, 	1, 	2, 	25.7447, 	22.1092, 	1, 	8, 	2.128, 	(-0.205229,0.267429);
15:42:04.887, 	1, 	2, 	23.8255, 	22.0163, 	1, 	8, 	2.128, 	(0.158616,-0.270973);
15:42:04.907, 	1, 	2, 	23.0249, 	21.8565, 	1, 	8, 	2.432, 	(-0.265427,-0.0475511);
15:42:04.927, 	1, 	2, 	23.4708, 	22.4547, 	1, 	8, 	2.736, 	(-0.317084,0.190286);
15:42:04.972, 	1, 	2, 	19.2531, 	21.434, 	1, 	8, 	3.04, 	(-0.0932184,-0.343354);
15:42:04.972, 	1, 	2, 	20.9989, 	22.4003, 	1, 	8, 	3.04, 	(-0.243451,-0.271075);
15:42:04.988, 	1, 	2, 	20.7744, 	20.3539, 	1, 	8, 	3.04, 	(0.205396,-0.13737);
15:42:05.008, 	1, 	2, 	20.6972, 	20.9054, 	1, 	8, 	3.04, 	(0.157925,-0.224704);
15:42:05.028, 	1, 	2, 	19.7861, 	20.8806, 	1, 	8, 	3.04, 	(-0.0865932,0.271969);
15:42:05.070, 	1, 	2, 	20.7705, 	21.6083, 	1, 	8, 	3.04, 	(0.159342,-0.0915364);
15:42:05.070, 	1, 	2, 	21.7875, 	20.7326, 	1, 	8, 	3.04, 	(-0.210685,-0.169462);
