(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
14:44:16.922, 	1, 	2, 	29.3491, 	19.2774, 	1, 	-1.249e-14, 	3.04, 	(0.0470962,-0.552516);
14:44:16.942, 	1, 	2, 	31.1377, 	25.5683, 	1, 	-1.249e-14, 	3.04, 	(-0.76547,0.55961);
14:44:16.962, 	1, 	2, 	24.3272, 	25.3191, 	1, 	-1.249e-14, 	3.04, 	(0.343774,0.955942);
14:44:16.983, 	1, 	2, 	29.6467, 	25.4513, 	1, 	-1.249e-14, 	3.04, 	(0.669555,-0.0724276);
14:44:17.003, 	1, 	2, 	19.1552, 	23.6609, 	1, 	-1.249e-14, 	3.04, 	(0.258508,0.895305);
14:44:17.023, 	1, 	2, 	22.283, 	25.7713, 	1, 	-1.249e-14, 	3.04, 	(-0.57291,-0.811794);
14:44:17.043, 	1, 	2, 	26.5151, 	26.3545, 	1, 	-1.249e-14, 	3.04, 	(-0.704713,-0.721694);
14:44:17.065, 	1, 	2, 	30.8733, 	26.7241, 	1, 	-1.249e-14, 	3.04, 	(0.214208,0.962937);
14:44:17.083, 	1, 	2, 	30.9087, 	26.8824, 	1, 	-1.249e-14, 	3.04, 	(0.50824,0.734872);
14:44:17.104, 	1, 	2, 	29.4319, 	24.8793, 	1, 	-1.249e-14, 	3.04, 	(-0.0127435,-0.758524);
14:44:17.124, 	1, 	2, 	29.4214, 	19.514, 	1, 	-1.249e-14, 	3.04, 	(-0.506863,-0.269857);
14:44:17.146, 	1, 	2, 	31.1054, 	26.2237, 	1, 	-1.249e-14, 	3.04, 	(-0.58334,0.700132);
14:44:17.164, 	1, 	2, 	29.5896, 	26.2442, 	1, 	-1.249e-14, 	3.04, 	(0.491244,-0.642025);
14:44:17.184, 	1, 	2, 	27.719, 	26.1767, 	1, 	-1.249e-14, 	3.04, 	(-0.103543,0.974497);
14:44:17.204, 	1, 	2, 	30.9537, 	26.055, 	1, 	-1.249e-14, 	3.04, 	(0.431916,-0.818575);
14:44:17.230, 	1, 	2, 	30.4394, 	25.7324, 	1, 	-1.249e-14, 	3.04, 	(0.0249961,-0.715614);
14:44:17.245, 	1, 	2, 	29.4337, 	24.7768, 	1, 	-1.249e-14, 	3.04, 	(-0.501278,-0.312383);
14:44:17.265, 	1, 	2, 	30.3018, 	25.5545, 	1, 	-1.249e-14, 	3.04, 	(-0.479869,0.68096);
14:44:17.285, 	1, 	2, 	21.9382, 	24.7042, 	1, 	-1.249e-14, 	3.04, 	(-0.060697,0.900646);
14:44:17.305, 	1, 	2, 	25.4598, 	25.5032, 	1, 	-1.249e-14, 	3.04, 	(0.86931,0.278779);
14:44:17.327, 	1, 	2, 	29.8178, 	24.9951, 	1, 	-1.249e-14, 	3.04, 	(0.406022,-0.758405);
14:44:17.346, 	1, 	2, 	31.5702, 	25.7764, 	1, 	-1.249e-14, 	3.04, 	(0.868479,-0.0226416);
14:44:17.365, 	1, 	2, 	30.3124, 	25.491, 	1, 	-1.249e-14, 	3.04, 	(-0.689443,-0.402771);
14:44:17.386, 	1, 	2, 	28.5021, 	25.7168, 	1, 	-1.249e-14, 	3.04, 	(0.277395,0.608239);
14:44:17.406, 	1, 	2, 	19.3079, 	22.9954, 	1, 	-1.249e-14, 	3.04, 	(0.207312,-0.902651);
14:44:17.426, 	1, 	2, 	22.195, 	25.5096, 	1, 	-1.249e-14, 	3.04, 	(0.499327,0.84311);
14:44:17.446, 	1, 	2, 	27.2083, 	22.9535, 	1, 	-1.249e-14, 	3.04, 	(0.418678,0.655925);
14:44:17.466, 	0, 	2, 	30.0128, 	20.0865, 	1, 	-1.249e-14, 	3.04, 	(0.0198512,0.195268);
14:44:17.486, 	1, 	2, 	30.6362, 	25.638, 	1, 	4, 	2.736, 	(-0.102409,0.852542);
14:44:17.501, 	1, 	1, 	30.7503, 	22.3675, 	0, 	4, 	2.432, 	(0.51293,1.41531);(1.60673,0.0321478);(-0.0731746,-0.77463);(-0.838162,0.0925197);
14:44:17.527, 	1, 	2, 	28.287, 	25.1592, 	1, 	4, 	2.432, 	(-0.571319,0.209231);
14:44:17.547, 	1, 	2, 	20.5381, 	23.629, 	1, 	4, 	2.432, 	(-0.0886472,-0.92301);
14:44:17.567, 	1, 	2, 	29.7028, 	26.8631, 	1, 	4, 	2.432, 	(-0.673542,-0.424894);
