(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:37:06.567, 	1, 	1, 	25.9213, 	22.1983, 	0, 	12, 	2.432, 	(-0.596153,-1.56598);(2.01258,-0.345931);(1.6625,1.5961);(-0.234566,2.28356);
17:37:06.587, 	1, 	1, 	28.8196, 	23.6704, 	0, 	12, 	2.128, 	(1.74171,-0.459378);(0.140101,2.11236);(-1.46597,1.307);(-2.0217,-0.298123);
17:37:06.609, 	1, 	2, 	19.9577, 	24.179, 	1, 	12, 	2.128, 	(0.721392,-0.498346);
17:37:06.629, 	1, 	2, 	27.1938, 	25.4296, 	1, 	12, 	2.128, 	(-0.237572,-0.654114);
17:37:06.649, 	1, 	2, 	27.837, 	24.8605, 	1, 	12, 	2.128, 	(-0.536516,-0.256343);
17:37:06.669, 	1, 	2, 	20.3484, 	23.8948, 	1, 	12, 	2.128, 	(0.589074,0.754583);
17:37:06.689, 	1, 	2, 	29.4616, 	25.7739, 	1, 	12, 	2.128, 	(-0.109545,0.641467);
17:37:06.710, 	1, 	2, 	28.839, 	26.3431, 	1, 	12, 	2.128, 	(-0.821246,-0.319638);
17:37:06.730, 	1, 	2, 	29.4953, 	26.0021, 	1, 	12, 	2.128, 	(-0.298593,-0.827698);
17:37:06.750, 	1, 	2, 	29.7144, 	25.5382, 	1, 	12, 	2.432, 	(-0.752001,-0.21551);
17:37:06.770, 	1, 	2, 	28.3423, 	25.6055, 	1, 	12, 	2.736, 	(0.134886,-0.605202);
17:37:06.790, 	1, 	2, 	30.2767, 	26.2941, 	1, 	12, 	3.04, 	(0.586224,0.664113);
17:37:06.810, 	1, 	2, 	23.1645, 	25.507, 	1, 	8, 	3.04, 	(-0.678865,-0.617764);
17:37:06.831, 	1, 	2, 	26.8741, 	26.6347, 	1, 	4, 	3.04, 	(0.927006,0.387951);
17:37:06.851, 	1, 	2, 	29.1467, 	26.7762, 	1, 	4, 	3.04, 	(0.213875,-0.467726);
17:37:06.871, 	1, 	2, 	30.5834, 	25.8411, 	1, 	4, 	3.04, 	(0.704233,0.00735684);
17:37:06.891, 	1, 	2, 	27.5453, 	26.7989, 	1, 	4, 	3.04, 	(0.803314,-0.442944);
17:37:06.911, 	1, 	2, 	27.1754, 	25.7849, 	1, 	4, 	3.04, 	(0.374152,0.318174);
17:37:06.931, 	1, 	2, 	31.223, 	26.3263, 	1, 	4, 	3.04, 	(-0.618428,-0.368601);
17:37:06.951, 	1, 	2, 	29.6547, 	15.8525, 	1, 	4, 	3.04, 	(-0.0253971,-0.234161);
17:37:06.972, 	1, 	2, 	29.9922, 	26.5846, 	1, 	4, 	3.04, 	(-0.110769,0.800923);
17:37:06.992, 	1, 	2, 	21.61, 	24.8288, 	1, 	4, 	3.04, 	(0.316359,-0.805715);
