(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:15:44.336, 	1, 	2, 	23.1582, 	25.0378, 	1, 	-1.249e-14, 	3.04, 	(-0.12344,0.863447);
17:15:44.356, 	1, 	2, 	25.7445, 	24.7966, 	1, 	-1.249e-14, 	3.04, 	(0.295835,0.367079);
17:15:44.376, 	1, 	2, 	29.2497, 	25.0058, 	1, 	-1.249e-14, 	3.04, 	(0.637398,0.0465657);
17:15:44.396, 	1, 	2, 	22.1331, 	25.3867, 	1, 	-1.249e-14, 	3.04, 	(0.373471,-0.746693);
17:15:44.416, 	1, 	2, 	27.87, 	25.829, 	1, 	-1.249e-14, 	3.04, 	(-0.629775,-0.074723);
17:15:44.439, 	1, 	2, 	28.2436, 	27.0156, 	1, 	-1.249e-14, 	3.04, 	(0.854926,0.0127719);
17:15:44.457, 	1, 	2, 	21.6719, 	25.2242, 	1, 	-1.249e-14, 	3.04, 	(0.304434,0.813747);
17:15:44.477, 	1, 	2, 	26.5744, 	25.2247, 	1, 	-1.249e-14, 	3.04, 	(0.648324,-0.213101);
17:15:44.497, 	1, 	2, 	27.4126, 	25.4401, 	1, 	-1.249e-14, 	3.04, 	(0.323216,-0.358727);
17:15:44.517, 	1, 	2, 	27.6636, 	26.0918, 	1, 	-1.249e-14, 	3.04, 	(-0.735077,-0.0541823);
17:15:44.539, 	1, 	2, 	27.0778, 	25.7312, 	1, 	-1.249e-14, 	3.04, 	(0.457101,-0.44392);
17:15:44.558, 	1, 	2, 	26.6893, 	25.7138, 	1, 	-1.249e-14, 	3.04, 	(-0.170153,-0.529074);
17:15:44.578, 	1, 	2, 	28.0288, 	26.2478, 	1, 	-1.249e-14, 	3.04, 	(0.65189,0.266493);
17:15:44.598, 	1, 	2, 	24.1026, 	24.1504, 	1, 	-1.249e-14, 	3.04, 	(-0.650748,0.0942469);
17:15:44.618, 	1, 	2, 	27.3013, 	26.7757, 	1, 	-1.249e-14, 	3.04, 	(0.929032,0.0352328);
17:15:44.639, 	1, 	2, 	19.2733, 	23.1848, 	1, 	-1.249e-14, 	3.04, 	(-0.838718,-0.273916);
17:15:44.658, 	1, 	2, 	28.3727, 	26.1393, 	1, 	-1.249e-14, 	3.04, 	(0.735878,-0.208361);
