(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:35:58.939, 	1, 	2, 	21.1894, 	23.7086, 	1, 	-1.249e-14, 	3.04, 	(0.565497,-0.605779);
17:35:58.959, 	1, 	2, 	24.498, 	25.0791, 	1, 	-1.249e-14, 	3.04, 	(-0.407628,0.66821);
17:35:58.979, 	1, 	2, 	29.722, 	25.2403, 	1, 	-1.249e-14, 	3.04, 	(0.392344,-0.95992);
17:35:58.999, 	1, 	2, 	20.6889, 	23.3222, 	1, 	-1.249e-14, 	3.04, 	(0.93234,0.00900356);
17:35:59.019, 	1, 	2, 	25.3141, 	25.7158, 	1, 	-1.249e-14, 	3.04, 	(0.38763,-0.87219);
17:35:59.039, 	1, 	2, 	30.2779, 	22.6754, 	1, 	-1.249e-14, 	3.04, 	(0.0161635,0.00464762);
17:35:59.059, 	1, 	2, 	34.0639, 	25.5794, 	1, 	-1.249e-14, 	3.04, 	(0.479144,0.825998);
17:35:59.079, 	1, 	2, 	30.9895, 	25.7507, 	1, 	-1.249e-14, 	3.04, 	(0.472261,-0.664793);
17:35:59.100, 	1, 	2, 	29.9406, 	26.2693, 	1, 	-1.249e-14, 	3.04, 	(0.034371,0.687702);
17:35:59.122, 	1, 	2, 	19.669, 	20.3672, 	1, 	-1.249e-14, 	3.04, 	(-0.144847,-0.324896);
17:35:59.140, 	1, 	2, 	23.0287, 	24.7737, 	1, 	-1.249e-14, 	3.04, 	(-1.03958,-0.0561703);
17:35:59.160, 	1, 	2, 	27.9399, 	25.9159, 	1, 	-1.249e-14, 	3.04, 	(-0.979911,0.149646);
17:35:59.180, 	1, 	2, 	31.7018, 	23.318, 	1, 	-1.249e-14, 	3.04, 	(-0.590928,0.0564375);
17:35:59.201, 	1, 	2, 	31.3865, 	25.0378, 	1, 	-1.249e-14, 	3.04, 	(0.685006,0.0576835);
17:35:59.221, 	1, 	2, 	29.7536, 	25.3803, 	1, 	-1.249e-14, 	3.04, 	(0.343351,-0.47015);
17:35:59.241, 	1, 	2, 	29.3825, 	26.4008, 	1, 	-1.249e-14, 	3.04, 	(0.238965,-0.498549);
17:35:59.261, 	1, 	2, 	32.9613, 	22.1131, 	1, 	-1.249e-14, 	3.04, 	(-0.107105,-0.194066);
17:35:59.281, 	1, 	2, 	30.8494, 	21.1067, 	1, 	-1.249e-14, 	3.04, 	(-0.0721821,-0.166356);
17:35:59.301, 	1, 	2, 	30.2633, 	20.7537, 	1, 	-1.249e-14, 	3.04, 	(0.0838613,0.245387);
17:35:59.321, 	1, 	2, 	21.0003, 	20.0102, 	1, 	-1.249e-14, 	3.04, 	(0.192879,-0.226975);
17:35:59.341, 	1, 	2, 	30.9281, 	24.7431, 	1, 	-1.249e-14, 	3.04, 	(-0.335828,0.480616);
17:35:59.362, 	1, 	2, 	30.4693, 	24.891, 	1, 	-1.249e-14, 	3.04, 	(0.564532,0.492426);
17:35:59.382, 	1, 	2, 	32.4272, 	25.655, 	1, 	-1.249e-14, 	3.04, 	(0.71422,0.162092);
17:35:59.402, 	1, 	2, 	30.926, 	25.8002, 	1, 	-1.249e-14, 	3.04, 	(0.71967,-0.400339);
17:35:59.422, 	1, 	2, 	29.771, 	26.9026, 	1, 	-1.249e-14, 	3.04, 	(-0.407159,0.920757);
17:35:59.442, 	1, 	2, 	31.744, 	26.9026, 	1, 	-1.249e-14, 	3.04, 	(-0.407159,0.920757);
17:35:59.484, 	1, 	2, 	30.3468, 	25.306, 	1, 	-1.249e-14, 	3.04, 	(-0.552712,-0.083201);
17:35:59.503, 	1, 	2, 	19.4575, 	22.3865, 	1, 	-1.249e-14, 	3.04, 	(-0.254195,0.640781);
17:35:59.524, 	1, 	2, 	23.2077, 	25.5857, 	1, 	-1.249e-14, 	3.04, 	(-1.00866,0.228784);
17:35:59.543, 	1, 	2, 	29.6124, 	26.3565, 	1, 	-1.249e-14, 	3.04, 	(0.265284,-0.67506);
17:35:59.563, 	1, 	2, 	30.2976, 	26.0479, 	1, 	-1.249e-14, 	3.04, 	(-0.230626,-0.502458);
17:35:59.583, 	1, 	2, 	21.8539, 	24.7784, 	1, 	-1.249e-14, 	3.04, 	(0.648607,-0.667804);
17:35:59.603, 	1, 	2, 	26.0847, 	26.2811, 	1, 	-1.249e-14, 	3.04, 	(-0.665799,-0.767683);
17:35:59.624, 	1, 	2, 	30.2624, 	26.8141, 	1, 	-1.249e-14, 	3.04, 	(0.81029,-0.543571);
17:35:59.644, 	1, 	2, 	21.9185, 	24.6008, 	1, 	-1.249e-14, 	3.04, 	(0.162796,-0.917946);
17:35:59.664, 	1, 	2, 	25.5781, 	26.6219, 	1, 	-1.249e-14, 	3.04, 	(-0.891053,0.465561);
17:35:59.684, 	1, 	2, 	28.9008, 	26.7097, 	1, 	-1.249e-14, 	3.04, 	(0.512014,-0.267984);
17:35:59.705, 	1, 	2, 	31.5733, 	25.946, 	1, 	-1.249e-14, 	3.04, 	(0.0687581,0.845942);
17:35:59.725, 	1, 	2, 	29.5142, 	26.4515, 	1, 	-1.249e-14, 	3.04, 	(0.218709,0.701532);
17:35:59.745, 	1, 	2, 	28.4159, 	25.8632, 	1, 	-1.249e-14, 	3.04, 	(-0.455203,-0.845886);
17:35:59.765, 	1, 	2, 	30.912, 	18.8898, 	1, 	-1.249e-14, 	3.04, 	(-0.167072,-0.0569319);
17:35:59.785, 	0, 	2, 	24.3176, 	12.8776, 	1, 	-1.249e-14, 	3.04, 	(-0.0809737,0.0839438);
17:35:59.805, 	1, 	2, 	28.9915, 	24.8565, 	1, 	4, 	2.736, 	(0.0651704,0.257969);
17:35:59.821, 	1, 	1, 	30.4685, 	24.9895, 	0, 	4, 	2.432, 	(-0.4945,-1.79313);(1.77456,-1.35664);(1.9091,-0.423566);(2.25182,0.407441);
17:35:59.846, 	1, 	2, 	24.9858, 	25.7553, 	1, 	4, 	2.432, 	(-0.905717,-0.488191);
17:35:59.866, 	1, 	2, 	28.596, 	25.6335, 	1, 	4, 	2.432, 	(-0.260837,-0.578432);
17:35:59.892, 	1, 	2, 	19.9175, 	24.4514, 	1, 	4, 	2.432, 	(-0.386036,0.863212);
17:35:59.906, 	1, 	2, 	30.5173, 	25.0511, 	1, 	4, 	2.432, 	(-0.762022,0.229401);
17:35:59.926, 	1, 	2, 	25.938, 	20.7171, 	1, 	4, 	2.432, 	(0.117668,0.254714);
17:35:59.946, 	1, 	2, 	31.1035, 	23.5172, 	1, 	4, 	2.432, 	(-0.202837,0.0193841);
17:35:59.966, 	1, 	2, 	22.3752, 	21.4828, 	1, 	4, 	2.432, 	(-0.318091,-0.0168431);
