(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
15:48:50.570, 	1, 	2, 	12.2644, 	16.8551, 	1, 	16, 	2.128, 	(-0.130941,-0.11457);
15:48:50.586, 	0, 	2, 	11.5744, 	8.91909, 	1, 	16, 	2.128, 	(0.0216705,0.0267156);
15:48:50.604, 	1, 	2, 	17.0445, 	21.5503, 	1, 	16, 	2.128, 	(0.190655,0.22736);
15:48:50.618, 	0, 	1, 	12.062, 	8.58995, 	1, 	16, 	2.128, 	(0.0633247,-0.172206);(-0.189928,-0.103125);(0.32978,0.178795);(-0.377482,-0.0573688);
15:48:50.645, 	0, 	2, 	14.9492, 	14.7011, 	0, 	20, 	1.824, 	(0.0367072,-0.0743627);
15:48:50.671, 	1, 	1, 	16.2413, 	15.3394, 	0, 	24, 	1.216, 	(-0.184656,0.0906056);(0.293081,0.457291);(0.000745622,-0.972588);(-0.209732,0.801107);
15:48:50.705, 	1, 	2, 	13.1822, 	21.5218, 	1, 	24, 	1.216, 	(0.146443,-0.248417);
15:48:50.725, 	1, 	2, 	9.51346, 	17.9668, 	1, 	24, 	1.52, 	(-0.026011,0.0246942);
15:48:50.745, 	0, 	2, 	11.2831, 	11.1372, 	1, 	24, 	1.52, 	(0.0238113,-0.0548118);
15:48:50.770, 	1, 	2, 	13.1618, 	13.8643, 	1, 	28, 	1.52, 	(0.0916567,-0.0329186);
15:48:50.777, 	1, 	1, 	15.8298, 	12.7916, 	0, 	28, 	1.216, 	(-0.284984,0.120972);(0.343452,0.344987);(-0.0185416,-0.529878);(-0.250209,0.407507);
15:48:50.806, 	1, 	2, 	12.6699, 	11.6184, 	1, 	28, 	1.52, 	(-0.0823088,0.0157795);
15:48:50.826, 	1, 	2, 	15.6965, 	17.4853, 	1, 	24, 	1.52, 	(0.0288572,-0.164478);
15:48:50.846, 	1, 	2, 	13.1281, 	13.0721, 	1, 	24, 	1.824, 	(-0.0950688,0.0321417);
15:48:50.869, 	1, 	2, 	13.651, 	15.9139, 	1, 	20, 	2.128, 	(-0.070756,0.153916);
15:48:50.886, 	1, 	2, 	16.8929, 	15.1454, 	1, 	20, 	2.432, 	(0.00723081,0.138853);
15:48:50.906, 	0, 	2, 	14.8106, 	9.52542, 	1, 	20, 	2.432, 	(0.0637133,0.00912056);
15:48:50.927, 	0, 	2, 	12.6436, 	12.6221, 	0, 	24, 	2.128, 	(0.0408078,-0.0157179);
15:48:50.940, 	1, 	1, 	15.8001, 	16.5726, 	0, 	28, 	1.824, 	(0.283776,-0.110602);(-0.0841675,-0.255331);(-0.214415,0.0572796);(0.149479,0.178299);
15:48:50.970, 	1, 	1, 	15.4848, 	16.6956, 	0, 	28, 	1.52, 	(-0.289845,0.0631421);(0.0049,0.268112);(0.344846,0.105685);(-0.0139665,-0.422314);
15:48:50.987, 	1, 	2, 	17.2145, 	16.1726, 	1, 	28, 	1.824, 	(0.103331,0.0174203);
15:48:51.007, 	0, 	2, 	15.141, 	16.5744, 	1, 	28, 	1.824, 	(-0.127984,-0.0370063);
15:48:51.027, 	1, 	2, 	17.5078, 	19.2498, 	1, 	28, 	1.52, 	(0.22389,-0.142691);
15:48:51.041, 	1, 	1, 	17.2438, 	14.7542, 	0, 	28, 	1.216, 	(-0.115447,-0.142019);(-0.566518,0.0864141);(0.543378,0.585293);(-0.0124406,-0.6597);
15:48:51.071, 	1, 	2, 	15.8415, 	19.0858, 	1, 	28, 	1.216, 	(0.052964,-0.128524);
15:48:51.088, 	1, 	2, 	17.3542, 	19.367, 	1, 	28, 	1.216, 	(0.226087,-0.00413251);
15:48:51.108, 	1, 	2, 	17.8645, 	17.7014, 	1, 	24, 	1.52, 	(0.0694874,0.132319);
15:48:51.128, 	0, 	2, 	17.1932, 	13.7153, 	1, 	24, 	1.52, 	(0.00256134,0.0461352);
15:48:51.170, 	1, 	2, 	16.2845, 	19.9123, 	1, 	24, 	1.824, 	(-0.232226,-0.0521081);
15:48:51.170, 	1, 	1, 	19.2966, 	17.6984, 	0, 	20, 	1.824, 	(-0.369581,-0.26971);(-0.443427,0.1814);(0.194284,0.566174);(0.52127,-0.445253);
15:48:51.179, 	1, 	1, 	20.9042, 	18.1697, 	0, 	20, 	1.52, 	(0.0816079,-0.447948);(-0.473841,-0.284462);(-0.102528,0.324874);(0.31905,0.0507953);
15:48:51.209, 	0, 	2, 	16.7531, 	15.4075, 	0, 	20, 	1.52, 	(-0.143035,-0.0228669);
15:48:51.229, 	0, 	2, 	21.6219, 	17.0935, 	0, 	24, 	1.52, 	(0.00572608,0.136966);
15:48:51.239, 	1, 	1, 	21.4505, 	19.2098, 	0, 	24, 	1.216, 	(0.13087,0.601395);(0.605965,0.0344669);(0.0354567,-0.414655);(-0.40647,0.0350233);
15:48:51.269, 	1, 	2, 	21.1143, 	21.5559, 	1, 	24, 	1.216, 	(-0.166054,0.0808249);
15:48:51.283, 	1, 	2, 	21.0988, 	22.7773, 	1, 	24, 	1.216, 	(-0.232964,0.277806);
15:48:51.300, 	1, 	2, 	20.7026, 	20.9373, 	1, 	24, 	1.216, 	(-0.308482,-0.0800683);
15:48:51.320, 	1, 	2, 	21.7912, 	22.2917, 	1, 	24, 	1.52, 	(0.0580645,-0.323676);
15:48:51.340, 	1, 	2, 	18.2427, 	20.9215, 	1, 	24, 	1.52, 	(-0.0164421,0.356908);
15:48:51.370, 	1, 	2, 	23.6901, 	23.0884, 	1, 	24, 	1.824, 	(0.346089,0.0711799);
15:48:51.380, 	1, 	2, 	22.0975, 	22.559, 	1, 	24, 	2.128, 	(-0.242081,-0.321328);
15:48:51.400, 	1, 	2, 	23.2031, 	23.07, 	1, 	20, 	2.432, 	(-0.220455,0.340231);
15:48:51.421, 	1, 	2, 	24.9537, 	14.3032, 	1, 	16, 	2.736, 	(-0.0464722,-0.0837421);
15:48:51.441, 	1, 	2, 	25.5086, 	22.6676, 	1, 	16, 	3.04, 	(-0.137019,-0.28457);
15:48:51.469, 	1, 	2, 	24.9564, 	24.2419, 	1, 	16, 	3.04, 	(-0.181688,0.441011);
15:48:51.482, 	1, 	2, 	24.8246, 	24.1542, 	1, 	16, 	3.04, 	(0.284125,-0.35394);
15:48:51.501, 	1, 	2, 	25.5646, 	23.9305, 	1, 	12, 	3.04, 	(0.270138,-0.351345);
15:48:51.522, 	1, 	2, 	24.3231, 	24.6393, 	1, 	12, 	3.04, 	(-0.503861,-0.162411);
15:48:51.541, 	1, 	2, 	27.7202, 	22.0428, 	1, 	12, 	3.04, 	(-0.131973,0.151254);
